"","Years.of.Driving.Experience","Number.of.Vehicles","Gender.Dummy","Married.Dummy","Vehicle.Age","Fuel.Type.Dummy","Losses","Cluster"
"13346",46,4,0,1,12,0,156,4
"13347",8,4,0,0,11,0,229,2
"13348",40,4,0,1,9,1,500,3
"13349",0,4,1,0,4,1,1131,3
"13350",49,4,1,1,14,0,27,4
"13351",47,4,0,1,11,0,64,4
"13352",7,4,0,0,15,0,321,2
"13353",3,4,0,0,13,0,138,2
"13354",41,4,1,0,4,1,699,3
"13355",3,4,1,0,13,0,409,2
"13356",36,4,1,1,0,1,723,3
"13357",1,4,1,0,6,0,314,2
"13358",16,4,1,0,11,0,200,2
"13359",19,4,1,0,6,0,398,1
"13360",13,4,0,1,7,0,384,4
"13361",0,4,1,0,2,1,735,3
"13362",0,4,0,0,8,0,460,2
"13363",0,4,0,0,11,0,193,2
"13364",0,4,1,0,13,0,436,2
"13365",40,4,0,0,9,0,88,1
"13366",1,4,0,1,13,0,331,2
"13367",29,4,0,1,6,0,431,4
"13368",16,4,0,1,2,1,737,3
"13369",2,4,0,1,3,1,1262,3
"13370",45,4,0,1,7,0,267,4
"13371",33,4,1,1,3,1,947,3
"13372",6,4,0,1,11,0,279,2
"13373",32,4,0,0,11,0,182,1
"13374",1,4,0,0,12,0,294,2
"13375",40,4,0,1,9,0,120,4
"13376",43,4,1,0,15,0,24,1
"13377",8,4,1,0,9,0,385,2
"13378",19,4,1,1,4,1,787,3
"13379",33,4,1,1,7,0,496,4
"13380",27,4,1,0,4,1,697,3
"13381",43,4,1,0,6,0,69,1
"13382",0,4,1,0,1,1,1130,3
"13383",4,4,1,1,5,1,1594,3
"13384",11,4,1,1,5,1,522,3
"13385",5,4,1,0,2,1,631,3
"13386",4,4,1,1,7,1,1068,3
"13387",45,4,1,1,10,0,45,4
"13388",50,4,0,0,10,0,221,1
"13389",10,4,1,1,10,0,465,4
"13390",5,4,0,0,11,0,253,2
"13391",28,4,0,0,5,0,490,1
"13392",40,4,1,1,5,0,91,4
"13393",49,4,1,0,8,0,244,1
"13394",49,4,0,1,4,0,83,4
"13395",21,4,0,0,6,0,337,1
"13396",9,4,1,1,13,0,429,2
"13397",39,4,0,0,5,1,531,3
"13398",43,4,0,1,6,0,268,4
"13399",34,4,1,1,7,1,513,3
"13400",40,4,1,1,4,0,48,4
"13401",46,4,1,0,1,0,412,1
"13402",41,4,1,0,2,0,139,1
"13403",34,4,0,0,10,0,298,1
"13404",7,4,1,1,13,1,536,3
"13405",1,4,0,0,7,0,375,2
"13406",41,4,0,1,10,0,447,4
"13407",0,4,0,0,15,0,203,2
"13408",48,4,1,0,6,0,278,1
"13409",32,4,1,1,10,1,511,3
"13410",22,4,0,0,13,0,180,2
"13411",0,4,0,0,15,0,334,2
"13412",18,4,0,1,6,0,341,4
"13413",4,4,1,0,10,1,657,3
"13414",11,4,0,0,3,0,354,1
"13415",2,4,1,0,11,0,341,2
"13416",52,4,1,1,0,0,214,4
"13417",46,4,0,0,6,0,292,1
"13418",0,4,1,0,7,0,361,2
"13419",4,4,1,1,12,1,656,3
"13420",8,4,1,0,3,1,838,3
"13421",47,4,0,0,13,0,60,1
"13422",9,4,0,1,3,1,583,3
"13423",48,4,1,1,11,0,39,4
"13424",42,4,0,0,7,0,231,1
"13425",0,4,1,1,15,1,1260,3
"13426",47,4,1,0,9,0,34,1
"13427",2,4,0,1,13,0,457,2
"13428",22,4,1,0,12,0,210,1
"13429",24,4,0,0,15,0,317,2
"13430",2,4,0,1,11,0,225,2
"13431",4,4,1,1,7,1,1094,3
"13432",49,4,1,0,15,0,113,1
"13433",0,4,1,1,9,1,1318,3
"13434",51,4,1,0,6,0,132,1
"13435",44,4,0,1,1,0,139,4
"13436",51,4,0,0,10,0,250,1
"13437",3,4,0,1,11,0,149,2
"13438",30,4,1,0,8,0,352,1
"13439",29,4,1,0,6,0,371,1
"13440",3,4,1,0,7,0,389,2
"13441",27,4,0,1,2,0,438,4
"13442",48,4,1,1,9,0,144,4
"13443",21,4,0,1,14,0,402,4
"13444",10,4,1,1,9,0,449,4
"13445",7,4,1,1,11,1,525,3
"13446",0,4,1,1,13,1,1201,3
"13447",43,4,1,1,9,0,400,4
"13448",46,4,0,1,14,0,101,4
"13449",3,4,1,1,13,1,557,3
"13450",24,4,0,1,8,0,394,4
"13451",51,4,0,0,10,0,191,1
"13452",26,4,1,0,7,0,370,1
"13453",10,4,0,1,12,0,223,2
"13454",5,4,0,0,6,0,257,2
"13455",22,4,0,1,1,1,726,3
"13456",10,4,1,1,4,1,910,3
"13457",16,4,1,0,15,0,404,2
"13458",42,4,1,0,12,0,371,1
"13459",51,4,0,1,10,0,272,4
"13460",0,4,0,0,13,0,274,2
"13461",43,4,0,0,9,0,300,1
"13462",8,4,0,0,8,0,418,2
"13463",34,4,1,1,7,0,468,4
"13464",12,4,0,0,6,0,312,2
"13465",50,4,1,1,14,0,179,4
"13466",33,4,0,0,15,0,184,2
"13467",47,4,1,1,2,0,161,4
"13468",6,4,1,1,3,1,829,3
"13469",25,4,1,0,3,1,617,3
"13470",35,4,0,1,1,1,563,3
"13471",36,4,0,1,6,0,410,4
"13472",40,4,1,1,9,0,462,4
"13473",53,4,1,1,9,0,269,4
"13474",41,4,1,0,7,0,292,1
"13475",26,4,1,1,11,0,482,4
"13476",6,4,1,0,9,0,329,2
"13477",1,4,0,1,13,1,503,3
"13478",35,4,0,1,10,0,375,4
"13479",50,4,0,1,1,0,152,4
"13480",6,4,0,0,4,1,596,3
"13481",0,4,0,0,11,0,122,2
"13482",7,4,1,0,13,0,308,2
"13483",44,4,1,1,2,0,147,4
"13484",6,4,0,1,15,0,263,2
"13485",41,4,0,0,0,0,354,1
"13486",49,4,0,1,2,0,266,4
"13487",2,4,1,1,10,1,631,3
"13488",31,4,0,0,14,0,294,2
"13489",25,4,0,0,8,0,321,1
"13490",3,4,0,1,6,0,457,2
"13491",20,4,1,0,2,1,585,3
"13492",4,4,1,1,15,1,1039,3
"13493",12,4,0,0,8,0,311,2
"13494",49,4,0,1,7,0,112,4
"13495",26,4,1,0,13,0,324,1
"13496",5,4,0,0,14,0,206,2
"13497",46,4,0,1,10,0,109,4
"13498",9,4,1,0,10,0,355,2
"13499",24,4,0,1,9,0,422,4
"13500",13,4,0,0,5,0,319,2
"13501",27,4,0,1,15,0,277,4
"13502",51,4,0,1,11,0,32,4
"13503",6,4,0,0,15,0,428,2
"13504",6,4,0,1,12,0,490,2
"13505",28,4,1,0,10,0,329,1
"13506",3,4,0,0,9,0,273,2
"13507",44,4,0,1,3,0,200,4
"13508",6,4,1,1,5,1,1621,3
"13509",30,4,1,1,14,0,268,4
"13510",19,4,1,1,15,0,405,4
"13511",36,4,1,0,6,0,308,1
"13512",43,4,0,0,10,0,29,1
"13513",2,4,0,0,14,0,111,2
"13514",43,4,1,0,0,0,191,1
"13515",49,4,0,0,12,0,15,1
"13516",7,4,0,0,15,0,180,2
"13517",19,4,1,0,7,0,375,1
"13518",0,4,1,1,12,1,619,3
"13519",15,4,1,1,12,0,411,4
"13520",44,4,0,0,10,0,287,1
"13521",47,4,1,1,6,0,373,4
"13522",10,4,0,1,11,0,197,2
"13523",47,4,0,0,4,0,418,1
"13524",51,4,0,0,7,0,174,1
"13525",29,4,0,0,5,1,655,3
"13526",48,4,1,0,7,0,148,1
"13527",40,4,0,0,4,0,53,1
"13528",22,4,0,0,3,0,320,1
"13529",9,4,1,0,10,0,335,2
"13530",19,4,0,1,0,1,558,3
"13531",45,4,0,0,15,0,20,1
"13532",8,4,0,1,4,1,748,3
"13533",38,4,1,0,10,0,373,1
"13534",31,4,1,1,13,0,165,4
"13535",33,4,0,1,9,0,423,4
"13536",26,4,1,1,7,1,538,3
"13537",39,4,0,1,7,0,384,4
"13538",0,4,1,0,14,0,349,2
"13539",24,4,0,0,5,1,500,3
"13540",51,4,0,1,4,0,240,4
"13541",29,4,1,1,6,0,473,4
"13542",44,4,0,0,9,0,187,1
"13543",45,4,0,1,10,0,132,4
"13544",0,4,1,1,13,1,924,3
"13545",0,4,0,1,14,0,218,2
"13546",50,4,0,0,1,0,284,1
"13547",50,4,1,0,13,0,72,1
"13548",51,4,0,0,8,0,250,1
"13549",14,4,1,1,10,0,419,4
"13550",8,4,1,1,14,1,525,3
"13551",6,4,1,0,11,0,183,2
"13552",31,4,1,0,7,0,393,1
"13553",6,4,0,0,14,0,190,2
"13554",21,4,0,0,10,0,345,2
"13555",1,4,0,0,15,0,269,2
"13556",53,4,0,0,0,0,414,1
"13557",52,4,0,0,9,0,187,1
"13558",5,4,1,0,6,1,585,3
"13559",45,4,0,0,5,0,224,1
"13560",5,4,0,1,13,0,443,2
"13561",41,4,1,1,9,0,45,4
"13562",28,4,0,0,9,0,365,1
"13563",4,4,0,1,15,1,719,3
"13564",35,4,1,0,14,0,282,1
"13565",3,4,0,0,8,0,356,2
"13566",24,4,0,0,9,0,361,1
"13567",34,4,1,0,7,0,425,1
"13568",25,4,0,0,11,0,226,2
"13569",44,4,0,0,10,0,172,1
"13570",25,4,1,0,14,0,209,2
"13571",27,4,0,1,12,0,410,4
"13572",9,4,0,0,6,0,327,2
"13573",44,4,1,0,6,0,114,1
"13574",41,4,1,1,6,0,411,4
"13575",42,4,0,0,3,0,76,1
"13576",41,4,0,1,6,0,452,4
"13577",36,4,1,1,12,0,196,4
"13578",6,4,1,0,10,1,656,3
"13579",38,4,1,1,15,0,203,4
"13580",46,4,0,0,9,0,54,1
"13581",13,4,0,0,15,0,260,2
"13582",7,4,1,1,14,1,528,3
"13583",45,4,1,0,11,0,80,1
"13584",45,4,1,0,12,0,192,1
"13585",1,4,1,1,15,1,762,3
"13586",44,4,0,0,14,0,25,1
"13587",48,4,0,1,12,0,38,4
"13588",9,4,0,1,7,0,384,4
"13589",38,4,0,1,15,0,240,4
"13590",44,4,0,0,13,0,22,1
"13591",39,4,0,0,11,0,226,1
"13592",11,4,1,0,7,0,347,2
"13593",13,4,0,0,2,1,716,3
"13594",6,4,1,1,11,0,303,2
"13595",7,4,0,1,7,0,410,4
"13596",3,4,1,1,2,1,1663,3
"13597",6,4,0,0,14,0,186,2
"13598",4,4,1,0,11,0,182,2
"13599",45,4,1,1,14,0,197,4
"13600",14,4,0,0,7,0,301,2
"13601",43,4,1,1,12,0,227,4
"13602",1,4,1,0,6,1,631,3
"13603",37,4,0,1,5,0,431,4
"13604",8,4,1,1,14,0,223,2
"13605",47,4,1,0,0,0,74,1
"13606",46,4,1,1,14,0,42,4
"13607",7,4,0,0,14,0,399,2
"13608",29,4,0,0,8,0,307,1
"13609",29,4,1,1,11,0,385,4
"13610",27,4,0,1,4,1,518,3
"13611",0,4,0,0,12,0,294,2
"13612",0,4,1,1,13,1,719,3
"13613",1,4,0,0,15,0,287,2
"13614",31,4,0,0,2,0,487,1
"13615",5,4,0,0,12,0,388,2
"13616",3,4,0,0,7,0,383,2
"13617",19,4,0,0,4,1,579,3
"13618",7,4,0,0,3,1,509,3
"13619",2,4,0,1,13,1,504,3
"13620",50,4,1,1,12,0,68,4
"13621",46,4,0,1,14,0,210,4
"13622",4,4,1,0,12,0,416,2
"13623",47,4,0,1,4,0,432,4
"13624",7,4,0,0,8,0,393,2
"13625",3,4,1,1,4,1,732,3
"13626",32,4,0,1,2,0,397,4
"13627",21,4,1,1,0,1,894,3
"13628",40,4,1,1,2,0,339,4
"13629",7,4,1,0,14,0,312,2
"13630",28,4,1,0,3,0,484,1
"13631",0,4,0,1,12,0,334,2
"13632",3,4,1,1,15,1,907,3
"13633",39,4,1,0,15,0,20,1
"13634",31,4,0,0,4,0,401,1
"13635",0,4,1,0,11,0,381,2
"13636",6,4,0,1,9,1,768,3
"13637",0,4,1,1,6,1,756,3
"13638",44,4,1,0,13,0,364,1
"13639",38,4,0,1,13,0,373,4
"13640",13,4,0,1,0,1,516,3
"13641",24,4,0,1,9,0,444,4
"13642",3,4,1,0,11,0,412,2
"13643",44,4,0,0,2,0,153,1
"13644",1,4,0,0,6,0,238,2
"13645",0,4,0,0,13,0,135,2
"13646",2,4,1,0,14,0,303,2
"13647",31,4,1,1,10,0,413,4
"13648",4,4,0,1,7,1,721,3
"13649",19,4,1,0,11,0,182,2
"13650",43,4,0,1,5,0,266,4
"13651",3,4,0,0,11,0,416,2
"13652",23,4,1,1,10,0,357,4
"13653",26,4,0,1,3,0,480,4
"13654",5,4,1,0,11,0,373,2
"13655",5,4,1,1,11,1,825,3
"13656",44,4,0,1,4,0,48,4
"13657",51,4,0,0,7,0,124,1
"13658",49,4,1,0,12,0,13,1
"13659",40,4,0,1,1,1,532,3
"13660",51,4,1,1,7,0,350,4
"13661",51,4,1,1,14,0,275,4
"13662",0,4,0,0,15,0,307,2
"13663",26,4,1,0,3,0,381,1
"13664",52,4,0,1,5,0,359,4
"13665",43,4,1,0,9,0,97,1
"13666",8,4,0,1,12,0,150,2
"13667",5,4,0,1,13,0,348,2
"13668",22,4,1,1,2,1,801,3
"13669",18,4,0,0,1,0,452,1
"13670",43,4,0,0,10,0,111,1
"13671",47,4,1,0,6,0,40,1
"13672",33,4,1,1,9,0,403,4
"13673",0,4,0,0,15,0,353,2
"13674",36,4,1,1,1,1,659,3
"13675",40,4,0,0,0,1,588,3
"13676",19,4,1,0,10,0,394,2
"13677",40,4,0,1,4,1,630,3
"13678",7,4,1,1,11,1,625,3
"13679",50,4,0,0,3,1,655,3
"13680",31,4,0,1,10,1,513,3
"13681",46,4,1,0,3,0,470,1
"13682",15,4,1,1,9,0,449,4
"13683",26,4,0,1,12,0,178,4
"13684",26,4,1,0,15,0,224,2
"13685",7,4,0,1,10,0,449,2
"13686",37,4,0,0,13,0,189,1
"13687",48,4,0,1,6,0,254,4
"13688",35,4,1,0,8,0,359,1
"13689",52,4,0,0,2,0,244,1
"13690",6,4,0,0,1,0,388,2
"13691",47,4,0,0,7,0,218,1
"13692",25,4,1,0,8,0,353,1
"13693",0,4,1,0,8,0,394,2
"13694",24,4,0,1,0,1,685,3
"13695",31,4,1,0,9,0,370,1
"13696",46,4,0,0,15,0,76,1
"13697",52,4,1,1,12,0,398,4
"13698",5,4,0,0,15,0,262,2
"13699",8,4,1,1,9,1,1026,3
"13700",6,4,0,0,11,1,522,3
"13701",40,4,1,1,10,0,342,4
"13702",9,4,0,1,13,0,347,2
"13703",32,4,0,1,3,1,537,3
"13704",43,4,0,0,0,0,33,1
"13705",5,4,1,0,15,0,244,2
"13706",7,4,1,0,12,1,551,3
"13707",27,4,0,1,7,0,458,4
"13708",24,4,0,1,15,0,188,4
"13709",5,4,1,0,14,0,214,2
"13710",47,4,0,1,11,0,136,4
"13711",46,4,1,0,2,0,317,1
"13712",47,4,0,1,11,0,87,4
"13713",37,4,1,1,14,0,367,4
"13714",49,4,0,0,10,0,31,1
"13715",4,4,1,1,14,1,850,3
"13716",5,4,1,0,8,0,376,2
"13717",5,4,1,1,14,1,622,3
"13718",49,4,1,0,10,0,41,1
"13719",17,4,1,0,6,0,438,1
"13720",5,4,1,0,11,0,337,2
"13721",10,4,1,0,13,0,322,2
"13722",0,4,1,0,14,0,268,2
"13723",29,4,1,1,9,0,399,4
"13724",0,4,0,0,15,0,306,2
"13725",47,4,1,0,5,0,204,1
"13726",3,4,0,1,7,1,761,3
"13727",8,4,1,0,10,0,323,2
"13728",7,4,1,0,6,1,582,3
"13729",6,4,1,0,15,0,476,2
"13730",38,4,1,1,9,1,529,3
"13731",0,4,0,1,13,0,280,2
"13732",47,4,0,1,13,0,110,4
"13733",21,4,0,1,3,0,478,4
"13734",36,4,1,1,5,1,790,3
"13735",41,4,1,1,6,0,418,4
"13736",48,4,1,0,4,0,394,1
"13737",12,4,1,0,0,0,490,1
"13738",3,4,1,1,13,1,879,3
"13739",53,4,1,1,11,0,37,4
"13740",1,4,1,1,14,1,967,3
"13741",48,4,1,0,8,0,333,1
"13742",41,4,0,0,11,0,31,1
"13743",3,4,0,1,12,1,553,3
"13744",42,4,0,1,6,0,202,4
"13745",42,4,0,0,9,0,144,1
"13746",1,4,0,0,14,0,177,2
"13747",20,4,1,0,10,0,370,1
"13748",10,4,1,1,3,1,902,3
"13749",50,4,0,1,9,0,215,4
"13750",46,4,0,1,13,0,244,4
"13751",2,4,0,1,13,0,491,2
"13752",20,4,1,1,8,0,410,4
"13753",44,4,1,0,12,0,108,1
"13754",5,4,1,0,11,0,495,2
"13755",2,4,1,0,6,1,517,3
"13756",5,4,0,1,1,0,455,4
"13757",45,4,1,1,7,0,89,4
"13758",39,4,0,1,9,0,331,4
"13759",43,4,0,0,14,0,59,1
"13760",13,4,1,1,11,0,380,4
"13761",18,4,1,0,0,1,623,3
"13762",48,4,0,1,12,0,141,4
"13763",3,4,0,0,9,0,245,2
"13764",17,4,0,0,15,0,200,2
"13765",40,4,1,0,5,0,210,1
"13766",42,4,1,0,10,0,312,1
"13767",0,4,0,1,14,0,345,2
"13768",48,4,1,0,12,0,54,1
"13769",45,4,0,1,9,0,224,4
"13770",45,4,1,1,13,0,134,4
"13771",3,4,1,0,2,1,1298,3
"13772",31,4,1,1,8,0,433,4
"13773",20,4,0,0,15,0,347,2
"13774",0,4,1,1,12,1,1119,3
"13775",24,4,0,1,6,0,407,4
"13776",1,4,0,1,3,1,1549,3
"13777",0,4,0,0,15,0,412,2
"13778",48,4,0,0,15,0,176,1
"13779",30,4,1,0,10,0,411,1
"13780",5,4,1,0,11,0,306,2
"13781",0,4,1,1,13,1,607,3
"13782",7,4,1,0,11,1,573,3
"13783",4,4,1,1,11,1,771,3
"13784",1,4,0,0,14,0,258,2
"13785",37,4,0,1,4,1,874,3
"13786",0,4,1,0,13,0,264,2
"13787",7,4,1,0,4,1,896,3
"13788",50,4,0,1,10,0,41,4
"13789",32,4,1,0,13,0,328,1
"13790",12,4,1,0,14,0,377,2
"13791",27,4,0,1,7,1,513,3
"13792",43,4,1,1,7,0,98,4
"13793",38,4,0,1,7,0,396,4
"13794",1,4,1,1,10,1,800,3
"13795",10,4,1,1,11,0,408,4
"13796",12,4,0,0,0,0,351,1
"13797",7,4,1,0,13,0,203,2
"13798",0,4,1,0,6,0,381,2
"13799",49,4,0,0,1,0,78,1
"13800",3,4,0,0,8,0,326,2
"13801",45,4,0,0,7,0,152,1
"13802",5,4,0,0,7,0,330,2
"13803",7,4,1,1,15,1,702,3
"13804",25,4,0,0,1,0,370,1
"13805",0,4,1,0,12,0,184,2
"13806",45,4,1,1,11,0,183,4
"13807",3,4,1,0,14,0,169,2
"13808",16,4,1,1,12,0,453,4
"13809",3,4,1,1,8,1,836,3
"13810",7,4,1,1,9,1,871,3
"13811",2,4,0,0,6,0,395,2
"13812",0,4,0,0,7,0,319,2
"13813",1,4,0,0,9,0,499,2
"13814",19,4,1,1,15,0,252,4
"13815",4,4,1,1,14,1,779,3
"13816",38,4,1,1,15,0,313,4
"13817",0,4,1,0,1,1,770,3
"13818",0,4,1,0,14,0,368,2
"13819",34,4,1,1,1,1,708,3
"13820",45,4,0,1,3,0,243,4
"13821",41,4,1,0,8,0,389,1
"13822",42,4,1,0,7,0,291,1
"13823",37,4,0,1,15,0,379,4
"13824",46,4,1,1,8,0,47,4
"13825",42,4,1,0,14,0,74,1
"13826",37,4,1,1,7,0,488,4
"13827",20,4,0,0,13,0,270,2
"13828",20,4,0,1,8,0,457,4
"13829",47,4,0,1,14,0,35,4
"13830",23,4,1,0,0,1,558,3
"13831",23,4,0,1,15,0,166,4
"13832",46,4,1,1,8,0,68,4
"13833",44,4,1,1,13,0,36,4
"13834",8,4,1,0,2,0,488,1
"13835",51,4,1,1,12,0,55,4
"13836",0,4,1,0,11,1,613,3
"13837",9,4,1,0,7,0,402,2
"13838",0,4,0,0,9,0,343,2
"13839",43,4,0,1,10,0,214,4
"13840",3,4,0,1,12,0,454,2
"13841",49,4,1,0,9,0,364,1
"13842",46,4,1,0,7,0,312,1
"13843",18,4,0,1,13,0,213,4
"13844",7,4,1,0,15,0,309,2
"13845",2,4,0,0,14,0,271,2
"13846",4,4,0,1,2,1,555,3
"13847",34,4,1,0,8,0,331,1
"13848",6,4,0,0,14,0,164,2
"13849",12,4,0,1,4,1,724,3
"13850",47,4,0,0,9,0,131,1
"13851",0,4,1,0,15,0,200,2
"13852",0,4,1,1,9,1,782,3
"13853",4,4,0,0,12,0,245,2
"13854",40,4,0,0,9,0,51,1
"13855",3,4,0,1,8,1,636,3
"13856",16,4,0,0,0,0,389,1
"13857",43,4,0,1,12,0,322,4
"13858",2,4,0,1,11,0,220,2
"13859",0,4,1,1,1,1,1110,3
"13860",45,4,0,0,15,0,39,1
"13861",6,4,0,1,13,1,550,3
"13862",7,4,1,1,2,1,1369,3
"13863",0,4,1,0,12,0,383,2
"13864",43,4,1,1,7,0,286,4
"13865",4,4,0,0,14,0,299,2
"13866",47,4,0,1,6,0,219,4
"13867",48,4,0,0,9,0,158,1
"13868",51,4,0,0,12,0,100,1
"13869",29,4,0,1,9,0,375,4
"13870",7,4,1,0,5,1,680,3
"13871",7,4,0,1,10,1,709,3
"13872",52,4,0,0,1,0,171,1
"13873",4,4,1,1,15,1,745,3
"13874",5,4,1,1,13,0,472,2
"13875",0,4,1,1,8,1,700,3
"13876",23,4,0,1,4,1,778,3
"13877",5,4,1,0,13,1,527,3
"13878",26,4,0,1,13,0,168,4
"13879",50,4,0,1,12,0,42,4
"13880",4,4,1,1,9,1,967,3
"13881",44,4,0,0,10,0,66,1
"13882",49,4,0,1,10,0,346,4
"13883",30,4,1,0,12,0,182,1
"13884",4,4,0,1,14,1,556,3
"13885",6,4,0,0,7,0,341,2
"13886",6,4,0,1,14,0,280,2
"13887",43,4,0,1,12,0,43,4
"13888",28,4,0,1,8,0,391,4
"13889",44,4,0,0,14,0,48,1
"13890",47,4,0,0,4,0,323,1
"13891",7,4,1,1,9,1,524,3
"13892",31,4,1,1,9,0,466,4
"13893",8,4,1,0,7,0,377,2
"13894",34,4,0,1,9,0,397,4
"13895",44,4,1,1,3,0,434,4
"13896",20,4,1,0,3,0,410,1
"13897",18,4,1,1,0,1,759,3
"13898",2,4,1,0,0,1,1144,3
"13899",7,4,1,1,8,1,573,3
"13900",6,4,0,0,10,0,330,2
"13901",40,4,1,1,9,0,219,4
"13902",28,4,1,1,2,0,444,4
"13903",44,4,1,1,10,0,393,4
"13904",0,4,0,0,15,0,339,2
"13905",19,4,0,1,4,0,500,4
"13906",48,4,0,1,14,0,138,4
"13907",25,4,1,1,9,0,455,4
"13908",4,4,1,0,9,1,635,3
"13909",47,4,1,1,9,0,373,4
"13910",16,4,1,1,9,0,454,4
"13911",34,4,1,1,0,1,575,3
"13912",4,4,0,0,11,0,224,2
"13913",0,4,0,0,11,0,298,2
"13914",13,4,0,1,3,0,474,4
"13915",0,4,0,0,13,0,233,2
"13916",0,4,1,1,12,1,778,3
"13917",46,4,1,0,7,0,241,1
"13918",8,4,0,0,6,0,349,2
"13919",38,4,0,0,8,0,310,1
"13920",8,4,0,0,8,0,323,2
"13921",45,4,0,1,9,0,144,4
"13922",4,4,0,0,13,0,223,2
"13923",50,4,0,0,8,0,179,1
"13924",27,4,1,0,5,1,540,3
"13925",3,4,0,1,10,1,531,3
"13926",0,4,0,1,15,0,471,2
"13927",45,4,0,0,9,0,86,1
"13928",43,4,1,1,4,0,384,4
"13929",28,4,0,1,6,0,423,4
"13930",33,4,1,0,11,0,351,1
"13931",10,4,1,0,11,0,253,2
"13932",16,4,1,0,9,0,345,2
"13933",16,4,1,0,4,1,588,3
"13934",0,4,0,0,14,0,218,2
"13935",6,4,1,1,6,1,1091,3
"13936",1,4,1,1,15,1,937,3
"13937",17,4,0,0,14,0,267,2
"13938",50,4,0,0,15,0,194,1
"13939",28,4,1,0,12,0,298,1
"13940",27,4,1,0,8,0,357,1
"13941",29,4,0,0,8,0,360,1
"13942",49,4,0,1,2,0,45,4
"13943",52,4,1,0,14,0,87,1
"13944",45,4,0,1,9,0,84,4
"13945",42,4,1,1,12,0,262,4
"13946",47,4,0,1,12,0,240,4
"13947",52,4,1,1,10,0,487,4
"13948",48,4,1,0,8,0,59,1
"13949",20,4,0,1,1,0,463,4
"13950",18,4,0,1,14,0,451,2
"13951",0,4,0,0,7,0,272,2
"13952",20,4,1,0,9,0,378,1
"13953",46,4,1,1,7,0,214,4
"13954",30,4,0,0,7,0,345,1
"13955",22,4,1,0,15,0,266,2
"13956",39,4,0,0,8,0,281,1
"13957",53,4,0,1,4,0,337,4
"13958",6,4,1,1,13,1,500,3
"13959",31,4,0,0,15,0,253,2
"13960",14,4,1,1,10,0,469,4
"13961",2,4,1,1,13,1,1126,3
"13962",47,4,0,1,14,0,133,4
"13963",25,4,1,0,15,0,351,2
"13964",20,4,0,1,11,0,268,4
"13965",13,4,1,1,10,1,508,3
"13966",10,4,0,0,7,0,315,2
"13967",28,4,1,1,11,0,226,4
"13968",9,4,1,1,7,0,378,4
"13969",41,4,1,1,15,0,412,4
"13970",33,4,0,1,10,0,398,4
"13971",19,4,1,1,14,0,210,4
"13972",50,4,1,0,3,0,105,1
"13973",13,4,0,1,4,1,641,3
"13974",0,4,0,0,13,0,301,2
"13975",1,4,1,0,8,1,525,3
"13976",28,4,1,0,3,1,731,3
"13977",4,4,1,0,12,1,567,3
"13978",26,4,0,0,3,1,647,3
"13979",39,4,1,0,7,0,90,1
"13980",20,4,0,1,11,0,280,4
"13981",0,4,1,1,12,1,559,3
"13982",4,4,0,1,13,1,723,3
"13983",49,4,1,1,8,0,351,4
"13984",41,4,1,0,15,0,172,1
"13985",45,4,0,1,15,0,110,4
"13986",44,4,0,1,7,0,217,4
"13987",0,4,0,0,2,0,322,2
"13988",39,4,0,0,1,1,628,3
"13989",41,4,1,0,8,0,193,1
"13990",4,4,1,1,13,1,997,3
"13991",50,4,0,0,11,0,149,1
"13992",37,4,1,0,11,0,281,1
"13993",42,4,0,0,14,0,70,1
"13994",20,4,1,0,10,0,362,1
"13995",0,4,0,1,12,1,654,3
"13996",43,4,1,0,1,0,112,1
"13997",28,4,0,0,6,0,328,1
"13998",50,4,0,1,12,0,196,4
"13999",50,4,0,1,14,0,126,4
"14000",6,4,0,0,15,0,161,2
"14001",1,4,0,1,10,0,389,2
"14002",39,4,0,1,7,0,440,4
"14003",4,4,0,1,15,0,278,2
"14004",7,4,1,1,13,0,323,2
"14005",40,4,1,1,14,0,314,4
"14006",13,4,0,1,15,0,231,2
"14007",5,4,1,1,15,0,467,2
"14008",35,4,1,1,3,1,627,3
"14009",2,4,0,0,6,0,341,2
"14010",33,4,0,1,10,0,442,4
"14011",42,4,1,0,8,0,137,1
"14012",5,4,0,1,9,1,701,3
"14013",35,4,0,1,5,0,483,4
"14014",13,4,0,1,14,0,283,2
"14015",50,4,1,0,2,0,114,1
"14016",42,4,1,0,15,0,212,1
"14017",22,4,0,0,14,0,239,2
"14018",20,4,1,0,10,0,342,1
"14019",14,4,0,1,3,0,453,4
"14020",39,4,1,1,8,0,475,4
"14021",32,4,0,0,6,0,334,1
"14022",49,4,1,0,2,1,669,3
"14023",17,4,0,0,4,0,337,1
"14024",37,4,0,0,5,0,391,1
"14025",21,4,1,1,3,1,828,3
"14026",47,4,0,1,12,0,42,4
"14027",38,4,1,1,6,0,443,4
"14028",48,4,0,1,13,0,29,4
"14029",18,4,1,1,10,0,458,4
"14030",36,4,1,1,8,0,441,4
"14031",30,4,1,1,8,0,419,4
"14032",41,4,1,0,11,0,318,1
"14033",0,4,1,0,11,0,313,2
"14034",44,4,1,0,7,0,282,1
"14035",0,4,1,0,14,1,608,3
"14036",46,4,0,1,4,1,594,3
"14037",7,4,1,0,14,0,361,2
"14038",23,4,1,0,11,0,293,1
"14039",52,4,0,0,9,0,111,1
"14040",9,4,1,0,12,0,310,2
